M/Ms,R/Rs,Period,t (yrs),Mdot (g/s),Jdot (gcm^2/s^2),B0,"Last open fieldline, Sm",L,Kappa
0.9999999999999997,2.8315721233808864,10.0,634477.2398581947,-136973.46472381768,-1.4719203147075488e+24,783.6612788698953,0.06085113489099666,17.482225652556473,0.003984635733932064
0.9999999999999997,2.598878461329027,10.0,812123.1341387971,-24001.642026965914,-2.4720536045740907e+23,783.6612788698953,0.05323135048524319,19.114812641851348,0.003048376841057463
0.9999999999999997,2.378641020505031,10.0,1051999.793227025,-4344.218058982221,-4.304642774944993e+22,783.6612788698953,0.046701921397842794,20.826280037980744,0.0023569136892713258
0.9999999999999997,2.1791646828949784,10.0,1363071.0340292407,-748.3298086108557,-7.129186240789249e+21,783.6612788698953,0.04071308680912535,22.754577152975806,0.001807059621880746
0.9999999999999997,1.9977091346396045,10.0,1771049.4186370287,-136.11338318055647,-1.2472223963544344e+21,783.6612788698953,0.03548208223433719,24.837485227785006,0.001389491597082399
0.9999999999999997,1.8310840351979596,10.0,2305089.7709887302,-25.535134291009467,-2.2449187608009553e+20,783.6612788698953,0.030910031606859595,27.093519112370284,0.001070489805295167
0.9999999999999997,1.6829065122941755,10.0,2984479.3487153235,-4.467233512527777,-3.7848264826331726e+19,783.6612788698953,0.026889582439033156,29.558976857369274,0.0008243480173193863
0.9999999999999997,1.5425915786994138,10.0,3931764.354189017,-0.7416777130888967,-6.118534857337525e+18,783.6612788698953,0.02347358680787701,32.16160269445417,0.0006399790278340024
0.9999999999999997,1.4168034469679427,8.435625622921762,5208661.706576917,-0.1149918512980081,-9.202287497910427e+17,1000.0,0.020390323171550293,35.08703882977797,0.000492877096887914
0.9999999999999997,1.2974860397356285,7.074625827773038,7108164.421119614,-0.15969825922540548,-1.270428032549188e+18,1000.0,0.020510078414337066,38.202173163924755,0.000536636228984495
0.9999999999999997,1.1983386010949582,6.0347208548958395,9663123.71589971,-0.17020230544364753,-1.3220264209015565e+18,1000.0,0.020925998977679782,41.71526240956177,0.0005859855410452268
0.9999999999999997,1.1181579296396007,5.254173186647981,13271006.079271212,-0.17448084227365374,-1.3265002603950935e+18,1000.0,0.0213633723320936,45.16667540448017,0.0006344684701789577
0.9999999999999997,1.0566853245591092,4.692339639291083,20131878.203123275,-0.1806030288193332,-1.3460517182289892e+18,1000.0,0.02178944888966838,48.40547939212856,0.0006799648232501197
0.9999999999999997,0.9007513123665711,3.4096350344285056,40263756.40624655,-0.18811510966443853,-1.378022572876183e+18,1000.0,0.022167276788993506,51.22146523885708,0.000719521735868094
0.9999999999999997,0.8994658204872112,3.3999099738377545,64574878.46023971,-0.22253528929280872,-1.5456046347968796e+18,1000.0,0.023374052155068697,60.08869471209613,0.0008440820996369475
0.9999999999999997,0.9044846250150202,3.4379571975638363,129149756.92047942,-0.2229405160729034,-1.5476402190989942e+18,1000.0,0.02338576036396902,60.174571826417036,0.0008452884386215777
0.9999999999999997,0.9084806663945479,3.4684023080343787,258299513.84095883,-0.22137233258947736,-1.5397656893957775e+18,1000.0,0.023340234243221864,59.84067514626466,0.0008405981019085703
0.9999999999999997,0.9133964041922189,3.506038516688811,516599027.68191767,-0.22015012539975226,-1.5336343430595763e+18,1000.0,0.023304338869663058,59.57746006320476,0.000836900648651683
0.9999999999999997,0.9237542970533835,3.5860061577528968,1033198055.3638353,-0.21867804372067992,-1.5262570894347884e+18,1000.0,0.023260606291402416,59.25682471695449,0.0008323965974723807
0.9999999999999997,0.9443274999029311,3.7475148440131365,2066396110.7276707,-0.21568639324749947,-1.5112941203896591e+18,1000.0,0.023169963978751033,58.59238846624489,0.0008230630822702111
0.9999999999999997,0.9976330250793913,4.1825363342128306,4132792221.4553413,-0.21016414534696118,-1.4838067642222764e+18,1000.0,0.022995799726285456,57.31588948312786,0.0008051317568018109
0.9999999999999997,1.1399114646552093,5.4605995745881595,7294832348.239792,-0.19816024863504716,-1.4250463065291249e+18,1000.0,0.022578401379646097,54.25338702676526,0.0007621119588864874
0.9999999999999997,1.2407603203011108,6.469547117680394,9064317863.422821,-0.17856217575670041,-1.3384139243298038e+18,1000.0,0.02166680033806701,47.481731957741204,0.0006669886939185005
