M/Ms,R/Rs,Period,t (yrs),Mdot (g/s),Jdot (gcm^2/s^2),B0,"Last open fieldline, Sm",L,Kappa
0.29999999999996263,1.9441322856483298,10.0,691013.7896593848,-11717789.126607267,-4.246919720876498e+25,783.6612788698953,0.09183166900289802,7.330695795076502,0.0048639119708266424
0.2999999999999592,1.7782029571740114,10.0,830155.505027598,-1550239.895485154,-5.06835478991096e+24,783.6612788698953,0.07864055159001786,8.352050581104129,0.0032888339898992014
0.2999999999999582,1.6274917701277773,10.0,1012416.4523806917,-354906.5518413961,-1.0898981238779764e+24,783.6612788698953,0.07017962974565886,9.13140489424081,0.0025165670098222814
0.2999999999999579,1.4956326165465013,10.0,1238364.1712055502,-76291.40996432434,-2.2153595773889694e+23,783.6612788698953,0.06228083564447929,9.977003561017918,0.0019293939747702154
0.29999999999995786,1.370010123470822,10.0,1543082.3684852459,-16439.12332434783,-4.551000826673278e+22,783.6612788698953,0.05524587000341455,10.856604092778776,0.0014974050638362779
0.2999999999999578,1.2584512904842382,10.0,1928669.3225659954,-3113.5046564438794,-8.249357135149927e+21,783.6612788698953,0.048488391751412466,11.852095767698165,0.001150895371706425
0.2999999999999578,1.1588695306804049,10.0,2409126.159772425,-581.6037603536722,-1.4848836062656292e+21,783.6612788698953,0.04249710067950821,12.90275699097115,0.0008920182626140432
0.2999999999999578,1.0597946278096708,10.0,3094238.724154816,-107.64626617256619,-2.6637835065200132e+20,783.6612788698953,0.03720883481519322,14.011492024092378,0.0006965754238521716
0.2999999999999578,0.9742214452856165,10.0,3947970.5824933564,-16.38419312353672,-3.937418033910222e+19,783.6612788698953,0.03205909108552609,15.32135638359574,0.0005327576023534676
0.2999999999999578,0.8980354079891935,8.497116061081533,5018998.354437996,-2.6863943416486475,-6.302058531736287e+18,1000.0,0.02774865058872021,16.66714612439245,0.00041384486484914734
0.2999999999999578,0.8199359785589148,7.083444841049907,6587310.823277345,-1.7290208574034183,-4.3111714127337436e+18,1000.0,0.026032234443795987,18.081125801542523,0.00044895394855323887
0.2999999999999578,0.7525475739202746,5.966952069085864,8550631.420999847,-1.0225537652266923,-2.6094819146074655e+18,1000.0,0.025418513480252005,19.80336466589807,0.0004917171009692406
0.2999999999999578,0.6880002243483488,4.987257464301108,11177879.633011142,-0.6522997758497038,-1.6919606717400876e+18,1000.0,0.025077900093827047,21.576697273111375,0.0005357489098756699
0.2999999999999578,0.6284333805569636,4.16105178004779,14646987.0391639,-0.4592908155805518,-1.1995588394277404e+18,1000.0,0.02492517841310969,23.60099693495273,0.0005860122251257148
0.2999999999999578,0.5651326455929615,3.365002726624921,19990585.10646182,-0.38301544916837055,-9.966494066821798e+17,1000.0,0.024947605938927517,25.838046940952303,0.000641558126654638
0.2999999999999578,0.5210648189016958,2.8606724434079367,25245260.866636977,-0.3387779933052073,-8.680752644968934e+17,1000.0,0.025164530658449535,28.732176972461215,0.0007134193104953916
0.2999999999999578,0.4814769087505512,2.442505534010029,31794039.72109975,-0.2874320113758484,-7.322389795123292e+17,1000.0,0.025450595223071457,31.16213299588653,0.0007737550641150281
0.2999999999999578,0.44439104455602096,2.08072759092699,39941049.287387416,-0.2479212313630219,-6.248529244950867e+17,1000.0,0.025817926028990874,33.724340442886465,0.0008373746176189918
0.2999999999999578,0.4068701004531077,1.7441995961404075,52116544.02164678,-0.2378880797041137,-5.891408209914702e+17,1000.0,0.0262725814369902,36.538745289781,0.0009072562269119749
0.2999999999999578,0.37218714948202686,1.4595110170925931,68653066.0911513,-0.25856898852856325,-6.253242831612439e+17,1000.0,0.026861575515018634,39.90829301049504,0.000990922021324184
0.2999999999999578,0.34329881148524644,1.241735876578275,90123180.15634592,-0.28439771349071247,-6.68204613243401e+17,1000.0,0.02754512180109805,43.627221436016534,0.0010832629308090516
0.2999999999999578,0.31900109626119033,1.0721831564465956,118497745.28332481,-0.30291836986256176,-6.941022072692557e+17,1000.0,0.028238431941835434,47.29841946100064,0.0011744186955179536
0.2999999999999578,0.29706324858664956,0.9297848840618127,181287440.0510919,-0.3263676098060807,-7.299300992155272e+17,1000.0,0.028926968773720956,50.90105136440443,0.001263871964964207
0.2999999999999578,0.28999636058900174,0.886073451624414,362574880.1021838,-0.3560051747674077,-7.767531807144244e+17,1000.0,0.02964755861276162,54.66004718976842,0.0013572077470894732
0.2999999999999578,0.28999996260110944,0.886095463398053,725149760.2043676,-0.3677128279158343,-7.954163009773996e+17,1000.0,0.029902582497672702,55.992051600622695,0.0013902813867680557
0.2999999999999578,0.29095841768593167,0.8919622651879191,1450299520.4087353,-0.36770655337835534,-7.95406287764185e+17,1000.0,0.029902449440531508,55.99135613829921,0.0013902641184541419
0.2999999999999578,0.29500052490717493,0.9169173841995485,2900599040.8174706,-0.36604844904891104,-7.927605322249427e+17,1000.0,0.029867157611622182,55.80691328758652,0.0013856844066032937
0.2999999999999578,0.3000295999842074,0.9484464934876341,5801198081.634941,-0.35930093896449344,-7.820020051776991e+17,1000.0,0.02972076773348798,55.04224506448411,0.0013666977117556783
0.29999999999995774,0.30162990505321635,0.9585911697478993,11602396163.269882,-0.3514328458783016,-7.694799977502378e+17,1000.0,0.02954400594283887,54.119630819582,0.001343789220725471
